ticket_id,ticket_text,category,priority,channel,affected_users,clean_text
TCK-1020,Tax details are missing from the latest invoice. The request came through help desk from a startup. The customer is concerned because needs attention. Affected users: 1. Let us know if you need more information.,Billing,Medium,help desk,1,tax details missing latest invoice request came through help desk startup customer concerned because needs attention affected users let us know if need more information
TCK-1173,Tax details are missing from the latest invoice. The request came through chat from a retail business. The customer is confused because small clarification. Affected users: 3. Can your team help us resolve this?,Billing,Low,chat,3,tax details missing latest invoice request came through chat retail business customer confused because small clarification affected users can your team help us resolve
TCK-1585,Do you support custom onboarding for teams. The request came through help desk from a startup. The customer is blocked because when possible. Affected users: 5. Can your team help us resolve this?,General Query,Low,help desk,5,do support custom onboarding teams request came through help desk startup customer blocked because when possible affected users can your team help us resolve
TCK-1313,API returns timeout error during order sync. The request came through chat from a education team. The customer is confused because future reference. Affected users: 25. This is affecting our daily workflow.,Technical Issue,Low,chat,25,api returns timeout error during order sync request came through chat education team customer confused because future reference affected users 25 affecting daily workflow
TCK-1670,Question about product features and limits. The request came through email from a agency. The customer is concerned because workflow delayed. Affected users: 5. We need a clear update from support.,General Query,Medium,email,5,question about product features limits request came through email agency customer concerned because workflow delayed affected users need clear update support
TCK-1013,Tax details are missing from the latest invoice. The request came through help desk from a agency. The customer is confused because needs attention. Affected users: 5. This is affecting our daily workflow.,Billing,Medium,help desk,5,tax details missing latest invoice request came through help desk agency customer confused because needs attention affected users affecting daily workflow
TCK-1306,Report export fails with server error. The request came through mobile app from a agency. The customer is concerned because business critical. Affected users: 1. We need a clear update from support.,Technical Issue,High,mobile app,1,report export fails server error request came through mobile app agency customer concerned because business critical affected users need clear update support
TCK-1355,Application crashes when uploading a large csv file. The request came through email from a retail business. The customer is concerned because workflow delayed. Affected users: 10. This is affecting our daily workflow.,Technical Issue,Medium,email,10,application crashes when uploading large csv file request came through email retail business customer concerned because workflow delayed affected users 10 affecting daily workflow
TCK-1026,Payment failed but money was deducted from bank account. The request came through mobile app from a startup. The customer is frustrated because affecting team. Affected users: 1. Please share the next steps.,Billing,Medium,mobile app,1,payment failed but money deducted bank account request came through mobile app startup customer frustrated because affecting team affected users share next steps
TCK-1536,Unable to reset password using registered email. The request came through mobile app from a education team. The customer is frustrated because needs attention. Affected users: 5. We need a clear update from support.,Account,Medium,mobile app,5,unable reset password using registered email request came through mobile app education team customer frustrated because needs attention affected users need clear update support
TCK-1170,Tax details are missing from the latest invoice. The request came through email from a retail business. The customer is concerned because not urgent. Affected users: 1. Let us know if you need more information.,Billing,Low,email,1,tax details missing latest invoice request came through email retail business customer concerned because not urgent affected users let us know if need more information
TCK-1039,Unable to download receipt for annual plan. The request came through email from a startup. The customer is waiting because minor question. Affected users: 10. Can your team help us resolve this?,Billing,Low,email,10,unable download receipt annual plan request came through email startup customer waiting because minor question affected users 10 can your team help us resolve
TCK-1573,Question about product features and limits. The request came through web form from a enterprise. The customer is confused because before tomorrow. Affected users: 1. Please share the next steps.,General Query,Medium,web form,1,question about product features limits request came through web form enterprise customer confused because before tomorrow affected users share next steps
TCK-1246,Application crashes when uploading a large csv file. The request came through help desk from a agency. The customer is confused because not urgent. Affected users: 25. Can your team help us resolve this?,Technical Issue,Low,help desk,25,application crashes when uploading large csv file request came through help desk agency customer confused because not urgent affected users 25 can your team help us resolve
TCK-1299,Report export fails with server error. The request came through mobile app from a retail business. The customer is waiting because revenue impact. Affected users: 10. Please share the next steps.,Technical Issue,High,mobile app,10,report export fails server error request came through mobile app retail business customer waiting because revenue impact affected users 10 share next steps
TCK-1466,Need to change account owner for the workspace. The request came through email from a startup. The customer is confused because minor question. Affected users: 3. Please share the next steps.,Account,Low,email,3,need change account owner workspace request came through email startup customer confused because minor question affected users share next steps
TCK-1273,Application crashes when uploading a large csv file. The request came through mobile app from a retail business. The customer is confused because needs attention. Affected users: 1. Please share the next steps.,Technical Issue,Medium,mobile app,1,application crashes when uploading large csv file request came through mobile app retail business customer confused because needs attention affected users share next steps
TCK-1155,Invoice amount is incorrect after plan renewal. The request came through web form from a agency. The customer is confused because before tomorrow. Affected users: 10. Can your team help us resolve this?,Billing,Medium,web form,10,invoice amount incorrect after plan renewal request came through web form agency customer confused because before tomorrow affected users 10 can your team help us resolve
TCK-1127,Need refund for duplicate subscription charge. The request came through web form from a startup. The customer is waiting because small clarification. Affected users: 2. Can your team help us resolve this?,Billing,Low,web form,2,need refund duplicate subscription charge request came through web form startup customer waiting because small clarification affected users can your team help us resolve
TCK-1679,Where can I find documentation for reports. The request came through web form from a education team. The customer is concerned because cannot access. Affected users: 1. This is affecting our daily workflow.,General Query,High,web form,1,where can find documentation reports request came through web form education team customer concerned because cannot access affected users affecting daily workflow
TCK-1342,Dashboard is loading slowly after the latest update. The request came through chat from a agency. The customer is frustrated because when possible. Affected users: 10. We need a clear update from support.,Technical Issue,Low,chat,10,dashboard loading slowly after latest update request came through chat agency customer frustrated because when possible affected users 10 need clear update support
TCK-1288,Report export fails with server error. The request came through web form from a agency. The customer is waiting because minor question. Affected users: 25. Let us know if you need more information.,Technical Issue,Low,web form,25,report export fails server error request came through web form agency customer waiting because minor question affected users 25 let us know if need more information
TCK-1114,Card charged twice for the same billing cycle. The request came through mobile app from a startup. The customer is blocked because workflow delayed. Affected users: 2. Please share the next steps.,Billing,Medium,mobile app,2,card charged twice same billing cycle request came through mobile app startup customer blocked because workflow delayed affected users share next steps
TCK-1397,Two factor authentication code is not working. The request came through email from a education team. The customer is confused because not urgent. Affected users: 1. This is affecting our daily workflow.,Account,Low,email,1,two factor authentication code not working request came through email education team customer confused because not urgent affected users affecting daily workflow
TCK-1174,Card charged twice for the same billing cycle. The request came through help desk from a retail business. The customer is frustrated because nice to have. Affected users: 1. We need a clear update from support.,Billing,Low,help desk,1,card charged twice same billing cycle request came through help desk retail business customer frustrated because nice affected users need clear update support
TCK-1512,Cannot update profile and organization details. The request came through web form from a enterprise. The customer is waiting because important. Affected users: 2. Can your team help us resolve this?,Account,Medium,web form,2,cannot update profile organization details request came through web form enterprise customer waiting because important affected users can your team help us resolve
TCK-1699,Need guidance on choosing the right package. The request came through help desk from a education team. The customer is concerned because important. Affected users: 3. Can your team help us resolve this?,General Query,Medium,help desk,3,need guidance choosing right package request came through help desk education team customer concerned because important affected users can your team help us resolve
TCK-1058,Payment failed but money was deducted from bank account. The request came through email from a enterprise. The customer is waiting because important. Affected users: 3. Can your team help us resolve this?,Billing,Medium,email,3,payment failed but money deducted bank account request came through email enterprise customer waiting because important affected users can your team help us resolve
TCK-1660,Where can I find documentation for reports. The request came through help desk from a agency. The customer is frustrated because small clarification. Affected users: 2. Can your team help us resolve this?,General Query,Low,help desk,2,where can find documentation reports request came through help desk agency customer frustrated because small clarification affected users can your team help us resolve
TCK-1223,Application crashes when uploading a large csv file. The request came through chat from a retail business. The customer is concerned because business critical. Affected users: 25. Let us know if you need more information.,Technical Issue,High,chat,25,application crashes when uploading large csv file request came through chat retail business customer concerned because business critical affected users 25 let us know if need more information
TCK-1281,Integration webhook is not sending payloads. The request came through email from a education team. The customer is blocked because important. Affected users: 2. Can your team help us resolve this?,Technical Issue,Medium,email,2,integration webhook not sending payloads request came through email education team customer blocked because important affected users can your team help us resolve
TCK-1018,Card charged twice for the same billing cycle. The request came through mobile app from a agency. The customer is waiting because revenue impact. Affected users: 1. Please share the next steps.,Billing,High,mobile app,1,card charged twice same billing cycle request came through mobile app agency customer waiting because revenue impact affected users share next steps
TCK-1719,Need information about available pricing plans. The request came through web form from a education team. The customer is concerned because minor question. Affected users: 1. Can your team help us resolve this?,General Query,Low,web form,1,need information about available pricing plans request came through web form education team customer concerned because minor question affected users can your team help us resolve
TCK-1323,Report export fails with server error. The request came through mobile app from a retail business. The customer is blocked because workflow delayed. Affected users: 2. Let us know if you need more information.,Technical Issue,Medium,mobile app,2,report export fails server error request came through mobile app retail business customer blocked because workflow delayed affected users let us know if need more information
TCK-1256,Dashboard is loading slowly after the latest update. The request came through help desk from a startup. The customer is frustrated because affecting team. Affected users: 10. Please share the next steps.,Technical Issue,Medium,help desk,10,dashboard loading slowly after latest update request came through help desk startup customer frustrated because affecting team affected users 10 share next steps
TCK-1448,User invite link expired before activation. The request came through help desk from a enterprise. The customer is waiting because when possible. Affected users: 2. Please share the next steps.,Account,Low,help desk,2,user invite link expired before activation request came through help desk enterprise customer waiting because when possible affected users share next steps
TCK-1690,Need information about available pricing plans. The request came through mobile app from a retail business. The customer is waiting because workflow delayed. Affected users: 2. Let us know if you need more information.,General Query,Medium,mobile app,2,need information about available pricing plans request came through mobile app retail business customer waiting because workflow delayed affected users let us know if need more information
TCK-1191,Report export fails with server error. The request came through web form from a enterprise. The customer is frustrated because affecting team. Affected users: 1. Let us know if you need more information.,Technical Issue,Medium,web form,1,report export fails server error request came through web form enterprise customer frustrated because affecting team affected users let us know if need more information
TCK-1576,Need information about available pricing plans. The request came through email from a agency. The customer is confused because production blocked. Affected users: 3. Can your team help us resolve this?,General Query,High,email,3,need information about available pricing plans request came through email agency customer confused because production blocked affected users can your team help us resolve
TCK-1636,Need information about available pricing plans. The request came through mobile app from a enterprise. The customer is frustrated because security concern. Affected users: 1. Please share the next steps.,General Query,High,mobile app,1,need information about available pricing plans request came through mobile app enterprise customer frustrated because security concern affected users share next steps
TCK-1437,User invite link expired before activation. The request came through chat from a education team. The customer is waiting because nice to have. Affected users: 1. Please share the next steps.,Account,Low,chat,1,user invite link expired before activation request came through chat education team customer waiting because nice affected users share next steps
TCK-1095,Unable to download receipt for annual plan. The request came through email from a startup. The customer is waiting because needs attention. Affected users: 1. We need a clear update from support.,Billing,Medium,email,1,unable download receipt annual plan request came through email startup customer waiting because needs attention affected users need clear update support
TCK-1181,API returns timeout error during order sync. The request came through email from a startup. The customer is frustrated because affecting team. Affected users: 3. Let us know if you need more information.,Technical Issue,Medium,email,3,api returns timeout error during order sync request came through email startup customer frustrated because affecting team affected users let us know if need more information
TCK-1302,Application crashes when uploading a large csv file. The request came through chat from a agency. The customer is confused because workflow delayed. Affected users: 1. This is affecting our daily workflow.,Technical Issue,Medium,chat,1,application crashes when uploading large csv file request came through chat agency customer confused because workflow delayed affected users affecting daily workflow
TCK-1708,Do you support custom onboarding for teams. The request came through mobile app from a agency. The customer is concerned because minor question. Affected users: 1. We need a clear update from support.,General Query,Low,mobile app,1,do support custom onboarding teams request came through mobile app agency customer concerned because minor question affected users need clear update support
TCK-1529,Please remove inactive users from our account. The request came through help desk from a agency. The customer is concerned because small clarification. Affected users: 10. We need a clear update from support.,Account,Low,help desk,10,remove inactive users account request came through help desk agency customer concerned because small clarification affected users 10 need clear update support
TCK-1487,Cannot update profile and organization details. The request came through help desk from a agency. The customer is waiting because small clarification. Affected users: 2. This is affecting our daily workflow.,Account,Low,help desk,2,cannot update profile organization details request came through help desk agency customer waiting because small clarification affected users affecting daily workflow
TCK-1484,User invite link expired before activation. The request came through help desk from a agency. The customer is waiting because production blocked. Affected users: 1. Let us know if you need more information.,Account,High,help desk,1,user invite link expired before activation request came through help desk agency customer waiting because production blocked affected users let us know if need more information
TCK-1635,Do you support custom onboarding for teams. The request came through email from a retail business. The customer is confused because small clarification. Affected users: 80. This is affecting our daily workflow.,General Query,Low,email,80,do support custom onboarding teams request came through email retail business customer confused because small clarification affected users 80 affecting daily workflow
TCK-1595,Can you explain how the trial period works. The request came through web form from a startup. The customer is waiting because before tomorrow. Affected users: 25. Please share the next steps.,General Query,Medium,web form,25,can explain how trial period works request came through web form startup customer waiting because before tomorrow affected users 25 share next steps
TCK-1006,Need refund for duplicate subscription charge. The request came through chat from a startup. The customer is blocked because customers affected. Affected users: 1. This is affecting our daily workflow.,Billing,High,chat,1,need refund duplicate subscription charge request came through chat startup customer blocked because customers affected affected users affecting daily workflow
TCK-1706,Question about product features and limits. The request came through help desk from a startup. The customer is waiting because important. Affected users: 10. Please share the next steps.,General Query,Medium,help desk,10,question about product features limits request came through help desk startup customer waiting because important affected users 10 share next steps
TCK-1046,Need refund for duplicate subscription charge. The request came through chat from a agency. The customer is waiting because when possible. Affected users: 3. Can your team help us resolve this?,Billing,Low,chat,3,need refund duplicate subscription charge request came through chat agency customer waiting because when possible affected users can your team help us resolve
TCK-1429,Need to change account owner for the workspace. The request came through email from a retail business. The customer is blocked because not urgent. Affected users: 10. We need a clear update from support.,Account,Low,email,10,need change account owner workspace request came through email retail business customer blocked because not urgent affected users 10 need clear update support
TCK-1543,Need information about available pricing plans. The request came through web form from a enterprise. The customer is frustrated because minor question. Affected users: 1. Let us know if you need more information.,General Query,Low,web form,1,need information about available pricing plans request came through web form enterprise customer frustrated because minor question affected users let us know if need more information
TCK-1172,Unable to download receipt for annual plan. The request came through mobile app from a education team. The customer is confused because workflow delayed. Affected users: 2. Please share the next steps.,Billing,Medium,mobile app,2,unable download receipt annual plan request came through mobile app education team customer confused because workflow delayed affected users share next steps
TCK-1017,Need refund for duplicate subscription charge. The request came through chat from a education team. The customer is concerned because needs attention. Affected users: 1. Can your team help us resolve this?,Billing,Medium,chat,1,need refund duplicate subscription charge request came through chat education team customer concerned because needs attention affected users can your team help us resolve
TCK-1049,Payment failed but money was deducted from bank account. The request came through chat from a enterprise. The customer is blocked because small clarification. Affected users: 3. This is affecting our daily workflow.,Billing,Low,chat,3,payment failed but money deducted bank account request came through chat enterprise customer blocked because small clarification affected users affecting daily workflow
TCK-1696,Question about product features and limits. The request came through chat from a education team. The customer is concerned because workflow delayed. Affected users: 25. Please share the next steps.,General Query,Medium,chat,25,question about product features limits request came through chat education team customer concerned because workflow delayed affected users 25 share next steps
TCK-1659,Do you support custom onboarding for teams. The request came through mobile app from a agency. The customer is concerned because workflow delayed. Affected users: 3. Please share the next steps.,General Query,Medium,mobile app,3,do support custom onboarding teams request came through mobile app agency customer concerned because workflow delayed affected users share next steps
TCK-1004,Invoice amount is incorrect after plan renewal. The request came through help desk from a startup. The customer is concerned because customers affected. Affected users: 10. This is affecting our daily workflow.,Billing,High,help desk,10,invoice amount incorrect after plan renewal request came through help desk startup customer concerned because customers affected affected users 10 affecting daily workflow
TCK-1482,Two factor authentication code is not working. The request came through mobile app from a enterprise. The customer is confused because before tomorrow. Affected users: 2. Let us know if you need more information.,Account,Medium,mobile app,2,two factor authentication code not working request came through mobile app enterprise customer confused because before tomorrow affected users let us know if need more information
TCK-1443,Please remove inactive users from our account. The request came through web form from a education team. The customer is blocked because not urgent. Affected users: 3. Let us know if you need more information.,Account,Low,web form,3,remove inactive users account request came through web form education team customer blocked because not urgent affected users let us know if need more information
TCK-1317,Application crashes when uploading a large csv file. The request came through email from a agency. The customer is waiting because minor question. Affected users: 1. This is affecting our daily workflow.,Technical Issue,Low,email,1,application crashes when uploading large csv file request came through email agency customer waiting because minor question affected users affecting daily workflow
TCK-1663,Question about product features and limits. The request came through chat from a agency. The customer is confused because nice to have. Affected users: 3. We need a clear update from support.,General Query,Low,chat,3,question about product features limits request came through chat agency customer confused because nice affected users need clear update support
TCK-1284,Dashboard is loading slowly after the latest update. The request came through web form from a agency. The customer is concerned because future reference. Affected users: 25. Let us know if you need more information.,Technical Issue,Low,web form,25,dashboard loading slowly after latest update request came through web form agency customer concerned because future reference affected users 25 let us know if need more information
TCK-1097,Unable to download receipt for annual plan. The request came through help desk from a agency. The customer is waiting because affecting team. Affected users: 2. Can your team help us resolve this?,Billing,Medium,help desk,2,unable download receipt annual plan request came through help desk agency customer waiting because affecting team affected users can your team help us resolve
TCK-1286,Application crashes when uploading a large csv file. The request came through mobile app from a startup. The customer is blocked because important. Affected users: 5. Please share the next steps.,Technical Issue,Medium,mobile app,5,application crashes when uploading large csv file request came through mobile app startup customer blocked because important affected users share next steps
TCK-1444,Cannot update profile and organization details. The request came through chat from a education team. The customer is concerned because urgent. Affected users: 25. We need a clear update from support.,Account,High,chat,25,cannot update profile organization details request came through chat education team customer concerned because urgent affected users 25 need clear update support
TCK-1226,Dashboard is loading slowly after the latest update. The request came through web form from a retail business. The customer is frustrated because before tomorrow. Affected users: 5. Let us know if you need more information.,Technical Issue,Medium,web form,5,dashboard loading slowly after latest update request came through web form retail business customer frustrated because before tomorrow affected users let us know if need more information
TCK-1027,Payment failed but money was deducted from bank account. The request came through help desk from a agency. The customer is blocked because security concern. Affected users: 2. Please share the next steps.,Billing,High,help desk,2,payment failed but money deducted bank account request came through help desk agency customer blocked because security concern affected users share next steps
TCK-1666,Need guidance on choosing the right package. The request came through email from a education team. The customer is confused because not urgent. Affected users: 3. We need a clear update from support.,General Query,Low,email,3,need guidance choosing right package request came through email education team customer confused because not urgent affected users need clear update support
TCK-1264,Integration webhook is not sending payloads. The request came through email from a startup. The customer is frustrated because before tomorrow. Affected users: 5. Let us know if you need more information.,Technical Issue,Medium,email,5,integration webhook not sending payloads request came through email startup customer frustrated because before tomorrow affected users let us know if need more information
TCK-1051,Unable to download receipt for annual plan. The request came through web form from a agency. The customer is concerned because partial outage. Affected users: 1. We need a clear update from support.,Billing,Medium,web form,1,unable download receipt annual plan request came through web form agency customer concerned because partial outage affected users need clear update support
TCK-1365,Cannot update profile and organization details. The request came through help desk from a agency. The customer is waiting because not urgent. Affected users: 3. This is affecting our daily workflow.,Account,Low,help desk,3,cannot update profile organization details request came through help desk agency customer waiting because not urgent affected users affecting daily workflow
TCK-1230,Dashboard is loading slowly after the latest update. The request came through mobile app from a education team. The customer is concerned because workflow delayed. Affected users: 3. Let us know if you need more information.,Technical Issue,Medium,mobile app,3,dashboard loading slowly after latest update request came through mobile app education team customer concerned because workflow delayed affected users let us know if need more information
TCK-1038,Need refund for duplicate subscription charge. The request came through help desk from a startup. The customer is concerned because needs attention. Affected users: 5. We need a clear update from support.,Billing,Medium,help desk,5,need refund duplicate subscription charge request came through help desk startup customer concerned because needs attention affected users need clear update support
TCK-1158,Card charged twice for the same billing cycle. The request came through email from a enterprise. The customer is frustrated because workflow delayed. Affected users: 10. This is affecting our daily workflow.,Billing,Medium,email,10,card charged twice same billing cycle request came through email enterprise customer frustrated because workflow delayed affected users 10 affecting daily workflow
TCK-1238,Application crashes when uploading a large csv file. The request came through mobile app from a education team. The customer is waiting because not urgent. Affected users: 1. This is affecting our daily workflow.,Technical Issue,Low,mobile app,1,application crashes when uploading large csv file request came through mobile app education team customer waiting because not urgent affected users affecting daily workflow
TCK-1691,Question about product features and limits. The request came through mobile app from a startup. The customer is frustrated because before tomorrow. Affected users: 1. Let us know if you need more information.,General Query,Medium,mobile app,1,question about product features limits request came through mobile app startup customer frustrated because before tomorrow affected users let us know if need more information
TCK-1375,Cannot update profile and organization details. The request came through web form from a education team. The customer is waiting because needs attention. Affected users: 80. Let us know if you need more information.,Account,Medium,web form,80,cannot update profile organization details request came through web form education team customer waiting because needs attention affected users 80 let us know if need more information
TCK-1371,Need to change account owner for the workspace. The request came through help desk from a agency. The customer is confused because security concern. Affected users: 5. Let us know if you need more information.,Account,High,help desk,5,need change account owner workspace request came through help desk agency customer confused because security concern affected users let us know if need more information
TCK-1176,Tax details are missing from the latest invoice. The request came through mobile app from a enterprise. The customer is confused because not urgent. Affected users: 3. Please share the next steps.,Billing,Low,mobile app,3,tax details missing latest invoice request came through mobile app enterprise customer confused because not urgent affected users share next steps
TCK-1611,Where can I find documentation for reports. The request came through help desk from a retail business. The customer is blocked because when possible. Affected users: 10. This is affecting our daily workflow.,General Query,Low,help desk,10,where can find documentation reports request came through help desk retail business customer blocked because when possible affected users 10 affecting daily workflow
TCK-1128,Unable to download receipt for annual plan. The request came through mobile app from a retail business. The customer is frustrated because cannot access. Affected users: 5. Let us know if you need more information.,Billing,High,mobile app,5,unable download receipt annual plan request came through mobile app retail business customer frustrated because cannot access affected users let us know if need more information
TCK-1531,Need to change account owner for the workspace. The request came through web form from a education team. The customer is frustrated because not urgent. Affected users: 5. Please share the next steps.,Account,Low,web form,5,need change account owner workspace request came through web form education team customer frustrated because not urgent affected users share next steps
TCK-1195,Integration webhook is not sending payloads. The request came through web form from a startup. The customer is frustrated because important. Affected users: 25. We need a clear update from support.,Technical Issue,Medium,web form,25,integration webhook not sending payloads request came through web form startup customer frustrated because important affected users 25 need clear update support
TCK-1613,Question about product features and limits. The request came through email from a enterprise. The customer is concerned because needs attention. Affected users: 10. We need a clear update from support.,General Query,Medium,email,10,question about product features limits request came through email enterprise customer concerned because needs attention affected users 10 need clear update support
TCK-1621,Can you explain how the trial period works. The request came through email from a education team. The customer is concerned because minor question. Affected users: 5. This is affecting our daily workflow.,General Query,Low,email,5,can explain how trial period works request came through email education team customer concerned because minor question affected users affecting daily workflow
TCK-1457,Unable to reset password using registered email. The request came through help desk from a enterprise. The customer is concerned because affecting team. Affected users: 5. We need a clear update from support.,Account,Medium,help desk,5,unable reset password using registered email request came through help desk enterprise customer concerned because affecting team affected users need clear update support
TCK-1671,Do you support custom onboarding for teams. The request came through help desk from a startup. The customer is concerned because urgent. Affected users: 2. Please share the next steps.,General Query,High,help desk,2,do support custom onboarding teams request came through help desk startup customer concerned because urgent affected users share next steps
TCK-1481,Need to change account owner for the workspace. The request came through mobile app from a retail business. The customer is concerned because workflow delayed. Affected users: 25. Let us know if you need more information.,Account,Medium,mobile app,25,need change account owner workspace request came through mobile app retail business customer concerned because workflow delayed affected users 25 let us know if need more information
TCK-1695,Do you support custom onboarding for teams. The request came through mobile app from a agency. The customer is concerned because needs attention. Affected users: 2. Please share the next steps.,General Query,Medium,mobile app,2,do support custom onboarding teams request came through mobile app agency customer concerned because needs attention affected users share next steps
TCK-1600,Question about product features and limits. The request came through email from a enterprise. The customer is blocked because before tomorrow. Affected users: 80. Can your team help us resolve this?,General Query,Medium,email,80,question about product features limits request came through email enterprise customer blocked because before tomorrow affected users 80 can your team help us resolve
TCK-1619,Can you explain how the trial period works. The request came through email from a education team. The customer is frustrated because nice to have. Affected users: 80. Please share the next steps.,General Query,Low,email,80,can explain how trial period works request came through email education team customer frustrated because nice affected users 80 share next steps
TCK-1068,Tax details are missing from the latest invoice. The request came through mobile app from a retail business. The customer is confused because important. Affected users: 1. Let us know if you need more information.,Billing,Medium,mobile app,1,tax details missing latest invoice request came through mobile app retail business customer confused because important affected users let us know if need more information
TCK-1474,Please remove inactive users from our account. The request came through help desk from a agency. The customer is concerned because affecting team. Affected users: 2. Please share the next steps.,Account,Medium,help desk,2,remove inactive users account request came through help desk agency customer concerned because affecting team affected users share next steps
TCK-1169,Invoice amount is incorrect after plan renewal. The request came through web form from a agency. The customer is waiting because revenue impact. Affected users: 2. Can your team help us resolve this?,Billing,High,web form,2,invoice amount incorrect after plan renewal request came through web form agency customer waiting because revenue impact affected users can your team help us resolve
TCK-1445,Please remove inactive users from our account. The request came through mobile app from a agency. The customer is confused because needs attention. Affected users: 1. Let us know if you need more information.,Account,Medium,mobile app,1,remove inactive users account request came through mobile app agency customer confused because needs attention affected users let us know if need more information
TCK-1480,Cannot update profile and organization details. The request came through web form from a startup. The customer is concerned because minor question. Affected users: 1. Please share the next steps.,Account,Low,web form,1,cannot update profile organization details request came through web form startup customer concerned because minor question affected users share next steps
TCK-1163,Unable to download receipt for annual plan. The request came through chat from a education team. The customer is concerned because urgent. Affected users: 3. Can your team help us resolve this?,Billing,High,chat,3,unable download receipt annual plan request came through chat education team customer concerned because urgent affected users can your team help us resolve
TCK-1310,Report export fails with server error. The request came through help desk from a retail business. The customer is frustrated because affecting team. Affected users: 2. We need a clear update from support.,Technical Issue,Medium,help desk,2,report export fails server error request came through help desk retail business customer frustrated because affecting team affected users need clear update support
TCK-1194,Integration webhook is not sending payloads. The request came through email from a startup. The customer is waiting because partial outage. Affected users: 3. We need a clear update from support.,Technical Issue,Medium,email,3,integration webhook not sending payloads request came through email startup customer waiting because partial outage affected users need clear update support
TCK-1513,Two factor authentication code is not working. The request came through email from a retail business. The customer is blocked because workflow delayed. Affected users: 3. This is affecting our daily workflow.,Account,Medium,email,3,two factor authentication code not working request came through email retail business customer blocked because workflow delayed affected users affecting daily workflow
TCK-1366,User invite link expired before activation. The request came through mobile app from a agency. The customer is concerned because customers affected. Affected users: 25. Please share the next steps.,Account,High,mobile app,25,user invite link expired before activation request came through mobile app agency customer concerned because customers affected affected users 25 share next steps
TCK-1384,Please remove inactive users from our account. The request came through email from a retail business. The customer is waiting because cannot access. Affected users: 3. Let us know if you need more information.,Account,High,email,3,remove inactive users account request came through email retail business customer waiting because cannot access affected users let us know if need more information
TCK-1649,Need guidance on choosing the right package. The request came through mobile app from a education team. The customer is frustrated because future reference. Affected users: 2. Can your team help us resolve this?,General Query,Low,mobile app,2,need guidance choosing right package request came through mobile app education team customer frustrated because future reference affected users can your team help us resolve
TCK-1520,User invite link expired before activation. The request came through web form from a agency. The customer is confused because when possible. Affected users: 25. Let us know if you need more information.,Account,Low,web form,25,user invite link expired before activation request came through web form agency customer confused because when possible affected users 25 let us know if need more information
TCK-1153,Payment failed but money was deducted from bank account. The request came through mobile app from a startup. The customer is frustrated because when possible. Affected users: 1. Let us know if you need more information.,Billing,Low,mobile app,1,payment failed but money deducted bank account request came through mobile app startup customer frustrated because when possible affected users let us know if need more information
TCK-1483,Cannot update profile and organization details. The request came through chat from a agency. The customer is waiting because partial outage. Affected users: 3. Please share the next steps.,Account,Medium,chat,3,cannot update profile organization details request came through chat agency customer waiting because partial outage affected users share next steps
TCK-1496,Please remove inactive users from our account. The request came through web form from a startup. The customer is waiting because production blocked. Affected users: 2. Let us know if you need more information.,Account,High,web form,2,remove inactive users account request came through web form startup customer waiting because production blocked affected users let us know if need more information
TCK-1227,Application crashes when uploading a large csv file. The request came through email from a startup. The customer is frustrated because future reference. Affected users: 5. Let us know if you need more information.,Technical Issue,Low,email,5,application crashes when uploading large csv file request came through email startup customer frustrated because future reference affected users let us know if need more information
